City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
509,Noyabrsk,RU,63.2,75.45,14.38,96,100,17.87,overcast clouds
510,Oia,PT,40.54,-8.54,51.01,88,86,4.85,overcast clouds
511,Campbellsville,US,37.34,-85.34,51.8,87,90,5.82,overcast clouds
512,Kaspiysk,RU,42.88,47.64,60.8,82,75,8.95,broken clouds
513,Mandera,KE,3.94,41.87,78.19,73,93,14.85,light rain
514,Orsha,BY,54.52,30.41,43.52,89,6,12.97,clear sky
515,Yingcheng,CN,30.95,113.55,66.2,77,82,2.24,broken clouds
516,Carballo,ES,43.21,-8.69,55.4,82,40,6.93,scattered clouds
517,Prince Rupert,CA,54.32,-130.32,51.8,100,90,6.93,mist
518,Razdolnoye,RU,43.55,131.92,51.8,71,75,4.47,broken clouds
519,Riyadh,SA,24.69,46.72,60.8,38,0,5.08,clear sky
520,Groningen,NL,53.25,6.75,48.0,93,75,10.29,broken clouds
521,San Andres,CO,12.58,-81.7,80.6,88,75,4.7,broken clouds
522,La Romana,DO,18.43,-68.97,77.0,94,20,9.08,few clouds
523,Tutoia,BR,-2.76,-42.27,80.28,81,39,13.04,scattered clouds
524,Ostersund,SE,63.18,14.64,41.0,100,100,9.17,overcast clouds
525,Marmande,FR,44.5,0.17,50.0,100,25,5.99,scattered clouds
526,Buraydah,SA,26.33,43.98,59.0,38,0,3.36,clear sky
527,Libertador General San Martin,AR,-23.81,-64.79,70.57,41,0,3.78,clear sky
528,Rawson,AR,-43.3,-65.1,62.82,36,100,8.39,overcast clouds
529,Berlevag,NO,70.86,29.09,37.67,80,0,15.43,clear sky
530,Puerto Ayacucho,VE,5.66,-67.62,77.25,90,100,3.24,moderate rain
531,Ngunguru,NZ,-35.62,174.5,68.05,74,12,13.13,few clouds
532,Labrea,BR,-7.26,-64.8,77.68,73,48,2.04,scattered clouds
533,Nara,JP,34.69,135.8,73.0,48,20,4.7,few clouds
534,Sandy Bay,AU,-42.91,147.35,59.0,54,75,10.29,broken clouds
535,Chernyshevskiy,RU,63.01,112.47,14.81,95,100,1.61,overcast clouds
536,Sungairaya,ID,0.7,108.9,81.75,76,100,8.88,overcast clouds
537,Rome,US,34.26,-85.16,69.8,83,90,2.26,overcast clouds
538,Landerneau,FR,48.45,-4.25,51.8,93,90,10.29,moderate rain
539,Quang Ngai,VN,15.12,108.8,78.64,77,100,14.72,light rain
540,Kulhudhuffushi,MV,6.62,73.07,82.76,72,3,5.7,clear sky
541,Iskateley,RU,67.68,53.15,20.26,94,100,16.91,overcast clouds
542,Hasanabad,IR,36.55,61.05,46.4,49,0,5.44,clear sky
543,Adrar,MR,20.5,-10.07,83.05,15,4,6.44,clear sky
544,Mareeba,AU,-17.0,145.43,91.0,66,73,8.05,broken clouds
545,Xuddur,SO,4.12,43.89,72.37,85,100,10.85,light rain
546,Tacuati,PY,-23.45,-56.58,68.92,91,3,3.49,clear sky
547,Visby,SE,57.64,18.3,53.01,93,100,8.05,light rain
548,Mugur-Aksy,RU,50.35,90.5,24.93,77,84,6.67,broken clouds
549,Miri,MY,4.41,114.01,75.2,94,40,5.82,light rain
550,Kapit,MY,2.02,112.93,78.26,84,100,2.64,light rain
551,Praia,CV,14.92,-23.51,78.8,78,40,12.75,scattered clouds
552,Slonim,BY,53.09,25.32,48.88,90,1,11.01,clear sky
553,Nogliki,RU,51.83,143.17,42.66,73,98,11.81,overcast clouds
554,Liverpool,GB,53.41,-2.98,46.99,87,23,4.7,few clouds
555,Whitehorse,CA,60.72,-135.05,41.0,44,40,14.99,scattered clouds
556,Inongo,CD,-1.95,18.27,70.99,96,95,1.52,overcast clouds
557,Brandfort,ZA,-28.7,26.46,62.6,77,100,8.05,overcast clouds
558,Rio Gallegos,AR,-51.62,-69.22,46.4,45,20,8.05,few clouds
559,Broome,US,42.25,-75.83,50.0,100,90,12.75,mist
560,Margate,GB,51.38,1.39,51.01,66,8,4.0,clear sky
561,Osa,RU,57.28,55.46,26.2,91,17,11.59,few clouds
562,Pangoa,PE,-12.12,-73.0,70.36,95,83,3.0,moderate rain
563,Foki,RU,56.69,54.35,26.69,91,0,10.11,clear sky
564,Phibun Mangsahan,TH,15.24,105.23,78.01,94,75,3.36,broken clouds
565,Cordeiro,BR,-22.03,-42.36,62.65,95,25,2.24,scattered clouds
566,Kambove,CD,-10.88,26.6,64.85,75,100,3.44,overcast clouds
567,Comarapa,BO,-17.9,-64.48,58.77,83,100,2.15,overcast clouds
